lat,lon,zone
32.165556,34.815667,מרכז
32.166306,34.842135,מרכז
32.177191,34.848672,צפון
32.171168,34.850208,צפון
32.164453,34.808979,מערב
32.157724,34.842258,דרום
32.157494,34.839525,דרום
32.166477,34.862796,מזרח
32.157747,34.842685,דרום
32.155866,34.846368,דרום
32.166289,34.837779,מרכז
32.166049,34.856376,מזרח
32.151252,34.845144,דרום
32.152853,34.848256,דרום
32.16593,34.80368,מערב
32.177838,34.844599,צפון
32.16783,34.844185,מרכז
32.165745,34.816349,מרכז
32.153032,34.849259,דרום
32.153741,34.8444,דרום
32.16449,34.830711,מרכז
32.181706,34.813779,מערב
32.168428,34.800488,מערב
32.16155,34.844469,מרכז
32.172884,34.817801,צפון
32.171789,34.841889,צפון
32.167058,34.837384,מרכז
32.157179,34.84241,דרום
32.163894,34.838307,מרכז
32.156127,34.839803,דרום
32.175125,34.839388,צפון
32.16331,34.847702,מרכז
32.16495,34.839225,מרכז
32.16814,34.841369,מרכז
32.170744,34.800726,מערב
32.170881,34.828866,צפון
32.167501,34.837214,מרכז
32.1699,34.844978,מרכז
32.165665,34.846,מרכז
32.170432,34.832481,צפון
32.172786,34.834448,צפון
32.190552,34.81423,מחוץ לתחום
32.161228,34.857356,מזרח
32.178612,34.850698,צפון
32.164411,34.837622,מרכז
32.816298,34.990707,מחוץ לתחום
32.16459,34.846641,מרכז
32.175399,34.829723,צפון
32.168399,34.832122,מרכז
32.152836,34.848914,דרום
32.168809,34.812831,מערב
32.164091,34.841772,מרכז
32.158443,34.851045,דרום
32.166293,34.831789,מרכז
32.163638,34.841648,מרכז
32.165209,34.840545,מרכז
32.174514,34.833641,צפון
32.169973,34.803775,מערב
32.170799,34.849544,צפון
32.171261,34.806,מערב
32.16503,34.811804,מערב
32.168418,34.836032,מרכז
32.158765,34.848069,דרום
32.159949,34.864112,מזרח
32.161155,34.842202,מרכז
32.172002,34.845502,צפון
32.152253,34.843559,דרום
32.169762,34.840399,מרכז
32.168735,34.834629,מרכז
32.170187,34.837871,צפון
32.171484,34.843249,צפון
32.189015,34.814781,מחוץ לתחום
32.174877,34.814889,מערב
32.152983,34.84135,דרום
32.159838,34.792771,מערב
32.170397,34.857278,מזרח
32.168101,34.839745,מרכז
32.163587,34.85379,מזרח
32.158037,34.845716,דרום
32.159208,34.851892,דרום
32.159178,34.844588,דרום
32.161698,34.850017,מרכז
32.16815,34.84294,מרכז
32.164618,34.839516,מרכז
32.176475,34.80566,מערב
32.165128,34.836295,מרכז
32.17654,34.841132,צפון
32.165042,34.849828,מרכז
32.174487,34.811086,מערב
32.153675,34.841852,דרום
32.166869,34.847261,מרכז
32.184763,34.810091,מערב
32.166001,34.841219,מרכז
32.17074,34.839312,צפון
32.157807,34.847869,דרום
32.17284,34.846823,צפון
32.170216,34.84736,צפון
32.158625,34.823081,הרצליה ב
32.173014,34.842762,צפון
32.168869,34.845324,מרכז
32.165117,34.841553,מרכז
32.152088,34.845881,דרום
32.168846,34.846132,מרכז
32.167804,34.842797,מרכז
32.165455,34.841825,מרכז
32.157627,34.842104,דרום
32.161252,34.847445,מרכז
32.16905,34.843163,מרכז
32.160691,34.855447,מזרח
32.1693,34.807421,מערב
32.168301,34.846893,מרכז
32.183097,34.834401,צפון
32.156357,34.84367,דרום
32.175887,34.849451,צפון
32.178158,34.809343,מערב
32.161518,34.851108,מרכז
32.173111,34.83091,צפון
32.159211,34.837468,דרום
32.165074,34.841134,מרכז
32.169648,34.861231,מזרח
32.16047,34.84156,מרכז
32.166622,34.855128,מזרח
32.153796,34.850103,דרום
32.17489,34.842446,צפון
32.178851,34.845782,צפון
32.182785,34.837067,צפון
32.165645,34.84303,מרכז
32.174387,34.845778,צפון
32.167956,34.863136,מזרח
32.16483,34.84211,מרכז
32.169871,34.838299,מרכז
32.168998,34.818015,מרכז
32.152888,34.84922,דרום
32.177917,34.847608,צפון
32.15349,34.84926,דרום
32.162562,34.830814,מרכז
32.167359,34.82377,מרכז
32.166895,34.832462,מרכז
32.168069,34.859171,מזרח
32.160486,34.861722,מזרח
32.167494,34.857835,מזרח
32.164627,34.852157,מזרח
32.15568,34.835596,דרום
32.172159,34.843805,צפון
32.178962,34.844084,צפון
32.152082,34.850024,דרום
32.166752,34.840052,מרכז
32.164452,34.841225,מרכז
32.167499,34.834502,מרכז
32.153258,34.840151,דרום
32.160776,34.825705,מרכז
32.163515,34.83738,מרכז
32.168855,34.85631,מזרח
32.17069,34.813626,מערב
32.163618,34.828147,מרכז
32.164717,34.832085,מרכז
32.163206,34.839901,מרכז
32.160757,34.837564,מרכז
32.171025,34.83967,צפון
32.157964,34.849699,דרום
32.165781,34.828242,מרכז
32.166578,34.846597,מרכז
32.161811,34.841282,מרכז
32.166517,34.841024,מרכז
32.155295,34.837396,דרום
32.175507,34.842385,צפון
32.163111,34.845472,מרכז
32.160313,34.847799,מרכז
32.167645,34.841281,מרכז
32.161155,34.856095,מזרח
32.165182,34.839194,מרכז
32.164644,34.832537,מרכז
32.175754,34.834919,צפון
32.165292,34.843664,מרכז
32.171086,34.803971,מערב
32.165694,34.834231,מרכז
32.16337,34.84085,מרכז
32.177559,34.804094,מערב
32.173034,34.804519,מערב
32.164319,34.828002,מרכז
32.173967,34.805458,מערב
32.167532,34.850165,מרכז
32.17206,34.815768,צפון
32.167164,34.831387,מרכז
32.162484,34.852981,מזרח
32.177011,34.802302,מערב
32.167729,34.841306,מרכז
32.163187,34.853228,מזרח
32.16187,34.845462,מרכז
32.169788,34.83711,מרכז
32.153853,34.838911,דרום
32.166843,34.814382,מערב
32.16844,34.833335,מרכז
32.157814,34.843402,דרום
32.154368,34.848189,דרום
32.167087,34.848408,מרכז
32.18851,34.813846,מחוץ לתחום
32.181477,34.839051,צפון
32.166746,34.800944,מערב
32.163286,34.837443,מרכז
32.175239,34.837927,צפון
32.170617,34.842449,צפון
32.174152,34.817783,צפון
32.161774,34.85176,מרכז
32.164509,34.840997,מרכז
32.165625,34.846902,מרכז
32.167333,34.847467,מרכז
32.165656,34.84673,מרכז
32.161813,34.85811,מזרח
32.16158,34.862877,מזרח
32.159902,34.841989,דרום
32.189848,34.813803,מחוץ לתחום
32.176704,34.80609,מערב
32.165368,34.830606,מרכז
32.177383,34.844745,צפון
32.175416,34.851399,צפון
32.189906,34.813472,מחוץ לתחום
32.176589,34.85159,צפון
32.176819,34.821585,צפון
32.163413,34.837491,מרכז
32.169187,34.836734,מרכז
32.167059,34.850396,מרכז
32.185364,34.838991,מחוץ לתחום
32.169025,34.847232,מרכז
32.156209,34.850871,דרום
32.157144,34.849438,דרום
32.163964,34.795898,מערב
32.173053,34.813561,מערב
32.17941,34.819077,צפון
32.168371,34.839404,מרכז
32.164874,34.845664,מרכז
32.16328,34.842804,מרכז
32.174301,34.83626,צפון
32.151635,34.849486,דרום
32.177328,34.850483,צפון
32.163721,34.842925,מרכז
32.176465,34.853901,מזרח
32.183423,34.837475,צפון
32.180941,34.813366,מערב
32.17424,34.84334,צפון
32.161524,34.850577,מרכז
32.161809,34.845961,מרכז
32.183158,34.835589,צפון
32.164603,34.812223,מערב
32.170026,34.809314,מערב
32.179243,34.842809,צפון
32.176582,34.850481,צפון
32.159047,34.821782,הרצליה ב
32.165087,34.860207,מזרח
32.175533,34.839811,צפון
32.154984,34.835701,דרום
32.171421,34.832678,צפון
32.177334,34.814462,מערב
32.168782,34.833847,מרכז
32.170986,34.840754,צפון
32.17886,34.82507,צפון
32.166623,34.848418,מרכז
32.160126,34.846926,מרכז
32.161315,34.860435,מזרח
32.161349,34.848871,מרכז
32.162378,34.850652,מרכז
32.160783,34.85985,מזרח
32.168587,34.841604,מרכז
32.175835,34.842708,צפון
32.169556,34.857418,מזרח
32.163999,34.852146,מזרח
32.167573,34.835247,מרכז
32.174994,34.838897,צפון
32.179347,34.806044,מערב
32.162156,34.845662,מרכז
32.166022,34.83443,מרכז
32.163577,34.810594,מערב
32.162685,34.860483,מזרח
32.810087,34.994277,מחוץ לתחום
32.174306,34.840659,צפון
32.169642,34.856039,מזרח
32.166972,34.83078,מרכז
32.176947,34.847935,צפון
32.163744,34.811527,מערב
32.159035,34.842535,דרום
32.169319,34.838152,מרכז
32.163258,34.845807,מרכז
32.170479,34.837547,צפון
32.17923,34.812754,מערב
32.165741,34.835918,מרכז
32.158548,34.841356,דרום
32.173144,34.819548,צפון
32.161179,34.850046,מרכז
32.168636,34.839539,מרכז
32.167254,34.842801,מרכז
32.164932,34.843165,מרכז
32.162863,34.8393,מרכז
32.154421,34.840173,דרום
32.165381,34.828523,מרכז
32.171068,34.845623,צפון
32.17475,34.817328,צפון
32.17147,34.813641,מערב
32.170816,34.838318,צפון
32.153423,34.848323,דרום
32.172843,34.841445,צפון
32.17775,34.816893,צפון
32.168564,34.841912,מרכז
32.168265,34.833235,מרכז
32.168236,34.848628,מרכז
32.159606,34.823037,הרצליה ב
32.160591,34.842448,מרכז
32.168274,34.818267,מרכז
32.163302,34.860643,מזרח
32.174747,34.847833,צפון
32.168701,34.836849,מרכז
32.164302,34.85404,מזרח
32.175424,34.821128,צפון
32.165788,34.848229,מרכז
32.155984,34.816293,הרצליה ב
32.156034,34.816198,הרצליה ב
32.149586,34.848231,דרום
32.174879,34.842525,צפון
32.165959,34.858923,מזרח
32.170236,34.842416,צפון
32.165103,34.84717,מרכז
32.159969,34.861035,מזרח
32.163392,34.850016,מרכז
32.169026,34.847809,מרכז
32.173787,34.836774,צפון
32.170974,34.844437,צפון
32.179053,34.825149,צפון
32.170629,34.843046,צפון
32.156698,34.851009,דרום
32.165992,34.850023,מרכז
32.182355,34.813826,מערב
32.161109,34.832106,מרכז
32.159434,34.837184,דרום
32.161951,34.82467,מרכז
32.158321,34.847828,דרום
32.160881,34.840605,מרכז
32.175026,34.83438,צפון
32.169539,34.843976,מרכז
32.158718,34.851041,דרום
32.168361,34.801721,מערב
32.171526,34.857466,מזרח
32.173219,34.8441,צפון
32.160155,34.841258,מרכז
32.167294,34.848245,מרכז
32.176525,34.855913,מזרח
32.149515,34.847581,דרום
32.159757,34.822382,הרצליה ב
32.161759,34.834815,מרכז
32.175542,34.831842,צפון
32.164531,34.844087,מרכז
32.173675,34.813988,מערב
32.163658,34.831198,מרכז
32.189151,34.809541,מחוץ לתחום
32.157261,34.83503,דרום
32.162034,34.827053,מרכז
32.170232,34.84216,צפון
32.167705,34.83913,מרכז
32.161539,34.828724,מרכז
32.173885,34.811791,מערב
32.170973,34.818619,צפון
32.166886,34.848855,מרכז
32.17446,34.846466,צפון
32.165746,34.840164,מרכז
32.176894,34.82013,צפון
32.171401,34.844675,צפון
32.158864,34.805673,מערב
32.178226,34.807941,מערב
32.184253,34.811576,מערב
32.816472,34.990357,מחוץ לתחום
32.179955,34.804664,מערב
32.166252,34.85057,מרכז
32.165392,34.842886,מרכז
32.157727,34.848047,דרום
32.165503,34.80694,מערב
32.167874,34.839864,מרכז
32.170521,34.818482,צפון
32.165292,34.839776,מרכז
32.17257,34.809241,מערב
32.169545,34.801562,מערב
32.16247,34.827689,מרכז
32.17471,34.840188,צפון
32.173972,34.854233,מזרח
32.169424,34.838389,מרכז
32.16451,34.834851,מרכז
32.170769,34.840142,צפון
32.172388,34.831456,צפון
32.17031,34.834923,צפון
32.163572,34.854767,מזרח
32.170953,34.815222,צפון
32.152229,34.840792,דרום
32.163278,34.84045,מרכז
32.170789,34.838627,צפון
32.179761,34.845478,צפון
32.165197,34.848343,מרכז
32.171291,34.857779,מזרח
32.162901,34.84599,מרכז
32.167678,34.840119,מרכז
32.163628,34.842307,מרכז
32.175083,34.830945,צפון
32.164488,34.842709,מרכז
32.176279,34.845702,צפון
32.161593,34.830159,מרכז
32.173697,34.812806,מערב
32.15874,34.819021,הרצליה ב
32.164689,34.834884,מרכז
32.172503,34.835948,צפון
32.161433,34.831396,מרכז
32.172314,34.808401,מערב
32.183616,34.809572,מערב
32.172921,34.832128,צפון
32.175061,34.854443,מזרח
32.184662,34.807112,מערב
32.167332,34.839182,מרכז
32.171979,34.842676,צפון
32.168217,34.836713,מרכז
32.174291,34.837586,צפון
32.171475,34.84289,צפון
32.161557,34.847459,מרכז
32.167928,34.842138,מרכז
32.1733,34.842794,צפון
32.162631,34.829785,מרכז
32.165647,34.849405,מרכז
32.165243,34.841064,מרכז
32.154208,34.839178,דרום
32.167688,34.843377,מרכז
32.167763,34.837019,מרכז
32.172006,34.841223,צפון
32.171282,34.829918,צפון
32.18544,34.838411,מחוץ לתחום
32.167144,34.829113,מרכז
32.161952,34.835157,מרכז
32.165368,34.836632,מרכז
32.167473,34.844602,מרכז
32.162142,34.795003,מערב
32.17127,34.843599,צפון
32.157425,34.85049,דרום
32.165857,34.836208,מרכז
32.163171,34.834832,מרכז
32.169684,34.853048,מזרח
32.170239,34.837421,צפון
32.170169,34.840222,צפון
32.168498,34.836909,מרכז
32.162099,34.845012,מרכז
32.171901,34.813749,מערב
32.169571,34.842313,מרכז
32.175742,34.810938,מערב
32.172791,34.830292,צפון
32.164749,34.805876,מערב
32.167558,34.838683,מרכז
32.173433,34.853526,מזרח
32.164487,34.803283,מערב
32.160064,34.842775,מרכז
32.160572,34.848456,מרכז
32.171307,34.833404,צפון
32.164367,34.845842,מרכז
32.151674,34.850288,דרום
32.16102,34.85816,מזרח
32.168315,34.856648,מזרח
32.17069,34.840941,צפון
32.156793,34.834886,דרום
32.164319,34.814581,מערב
32.167578,34.850588,מרכז
32.157853,34.818701,הרצליה ב
32.173148,34.837939,צפון
32.167217,34.857145,מזרח
32.171524,34.845502,צפון
32.155633,34.835734,דרום
32.167874,34.801609,מערב
32.16809,34.832855,מרכז
32.168535,34.826622,מרכז
32.175456,34.849169,צפון
32.161681,34.827317,מרכז
32.169698,34.840638,מרכז
32.166765,34.835623,מרכז
32.154833,34.840871,דרום
32.164539,34.845844,מרכז
32.163736,34.841044,מרכז
32.167327,34.85079,מרכז
32.161273,34.850669,מרכז
32.16664,34.802058,מערב
32.168778,34.839681,מרכז
32.158082,34.818455,הרצליה ב
32.168094,34.83754,מרכז
32.166011,34.847364,מרכז
32.172166,34.84495,צפון
32.164586,34.846436,מרכז
32.165062,34.845519,מרכז
32.167174,34.839523,מרכז
32.159551,34.863134,מזרח
32.183863,34.806789,מערב
32.171369,34.845557,צפון
32.168797,34.839155,מרכז
32.173873,34.845844,צפון
32.159602,34.850609,דרום
32.169113,34.839906,מרכז
32.166013,34.84623,מרכז
32.181076,34.808067,מערב
32.157861,34.844782,דרום
32.170942,34.839422,צפון
32.165855,34.846223,מרכז
32.165415,34.846206,מרכז
32.17582,34.817966,צפון
32.169252,34.843665,מרכז
32.175512,34.809029,מערב
32.181944,34.814792,מערב
32.171945,34.858368,מזרח
32.169835,34.811891,מערב
32.174184,34.847173,צפון
32.156167,34.848098,דרום
32.169021,34.847536,מרכז
32.176066,34.836547,צפון
32.171436,34.842682,צפון
32.167199,34.837553,מרכז
32.166782,34.838953,מרכז
32.16219,34.848058,מרכז
32.171517,34.836992,צפון
32.184436,34.808934,מערב
32.165487,34.858287,מזרח
32.17118,34.847538,צפון
32.185395,34.808666,מחוץ לתחום
32.187676,34.809228,מחוץ לתחום
32.160343,34.831403,מרכז
32.182064,34.804903,מערב
32.161156,34.849867,מרכז
32.185224,34.839053,מחוץ לתחום
32.168911,34.839482,מרכז
32.160497,34.825503,מרכז
32.167623,34.805782,מערב
32.161177,34.843567,מרכז
32.1764,34.808245,מערב
32.173223,34.837195,צפון
32.175379,34.850118,צפון
32.165235,34.857056,מזרח
32.169463,34.814783,מערב
32.161139,34.822646,מרכז
32.165542,34.838657,מרכז
32.165717,34.846213,מרכז
32.161732,34.86094,מזרח
32.16651,34.855558,מזרח
32.169093,34.834032,מרכז
32.166966,34.846379,מרכז
32.158783,34.836481,דרום
32.169729,34.833094,מרכז
32.16371,34.850203,מרכז
32.165238,34.838509,מרכז
32.175664,34.849906,צפון
32.169116,34.837801,מרכז
32.165224,34.803637,מערב
32.155487,34.835739,דרום
32.17581,34.850436,צפון
32.162431,34.826305,מרכז
32.177254,34.821672,צפון
32.160893,34.825256,מרכז
32.166154,34.846235,מרכז
32.170744,34.809042,מערב
32.170056,34.852558,מזרח
32.16227,34.842579,מרכז
32.165252,34.846949,מרכז
32.161175,34.835285,מרכז
32.17329,34.852752,מזרח
32.16294,34.842017,מרכז
32.18938,34.80899,מחוץ לתחום
32.154541,34.842646,דרום
32.157249,34.851942,דרום
32.169067,34.845574,מרכז
32.165019,34.848329,מרכז
32.189008,34.810087,מחוץ לתחום
32.164112,34.816458,מרכז
32.160916,34.840759,מרכז
32.178759,34.846617,צפון
32.171717,34.842627,צפון
32.159157,34.842102,דרום
32.156808,34.821339,הרצליה ב
32.171338,34.85614,מזרח
32.174837,34.841975,צפון
32.165138,34.861811,מזרח
32.16435,34.845533,מרכז
32.175526,34.83822,צפון
32.162518,34.852982,מזרח
32.155103,34.843743,דרום
32.158983,34.841147,דרום
32.171675,34.847599,צפון
32.165894,34.839301,מרכז
32.152615,34.850477,דרום
32.171149,34.841985,צפון
32.16349,34.808599,מערב
32.15538,34.843718,דרום
32.18071,34.813211,מערב
32.172995,34.843599,צפון
32.156233,34.841006,דרום
32.171553,34.829935,צפון
32.173924,34.810982,מערב
32.178423,34.817791,צפון
32.161759,34.825665,מרכז
32.166925,34.835223,מרכז
32.175542,34.830998,צפון
32.163917,34.85152,מרכז
32.17177,34.82994,צפון
32.157573,34.8186,הרצליה ב
32.168573,34.861531,מזרח
32.170084,34.834378,צפון
32.157354,34.844014,דרום
32.167759,34.84175,מרכז
32.170163,34.849146,צפון
32.174127,34.83735,צפון
32.160148,34.819329,מרכז
32.172441,34.837928,צפון
32.165882,34.831512,מרכז
32.163325,34.839315,מרכז
32.167656,34.831204,מרכז
32.168459,34.835021,מרכז
32.167022,34.808351,מערב
32.169578,34.841135,מרכז
32.170773,34.833251,צפון
32.162179,34.828063,מרכז
32.155726,34.842095,דרום
32.168627,34.846753,מרכז
32.156375,34.844152,דרום
32.173522,34.841155,צפון
32.154596,34.834042,דרום
32.161712,34.835622,מרכז
32.153103,34.841751,דרום
32.160641,34.84749,מרכז
32.172297,34.818748,צפון
32.163096,34.850906,מרכז
32.166077,34.835308,מרכז
32.167736,34.803862,מערב
32.165841,34.837996,מרכז
32.180681,34.805439,מערב
32.169945,34.842166,מרכז
32.166031,34.845421,מרכז
32.16028,34.814704,מערב
32.169436,34.843149,מרכז
32.159475,34.836814,דרום
32.178767,34.846385,צפון
32.155024,34.84156,דרום
32.164489,34.815174,מרכז
32.158183,34.81882,הרצליה ב
32.169262,34.843462,מרכז
32.17267,34.840719,צפון
32.170102,34.835024,צפון
32.170654,34.840331,צפון
32.16335,34.834719,מרכז
32.165466,34.801766,מערב
32.162852,34.842525,מרכז
32.168399,34.862103,מזרח
32.169366,34.841629,מרכז
32.162063,34.810814,מערב
32.164146,34.797402,מערב
32.169403,34.838995,מרכז
32.172735,34.837366,צפון
32.179981,34.843064,צפון
32.164821,34.819872,מרכז
32.161832,34.849774,מרכז
32.18316,34.806699,מערב
32.165109,34.814586,מערב
32.177264,34.848594,צפון
32.184555,34.81367,מערב
32.165655,34.860363,מזרח
32.163557,34.83951,מרכז
32.167826,34.837954,מרכז
32.16679,34.808949,מערב
32.165427,34.804418,מערב
32.155779,34.802378,מערב
32.167721,34.80569,מערב
32.166275,34.80451,מערב
32.162113,34.840703,מרכז
32.156566,34.846445,דרום
32.162673,34.839214,מרכז
32.185107,34.80869,מחוץ לתחום
32.163016,34.835116,מרכז
32.165189,34.851026,מרכז
32.165119,34.848077,מרכז
32.171728,34.829699,צפון
32.162833,34.840106,מרכז
32.167148,34.83792,מרכז
32.160127,34.837176,מרכז
32.170117,34.838102,צפון
32.172478,34.841818,צפון
32.154862,34.84076,דרום
32.160624,34.823025,מרכז
32.165583,34.846207,מרכז
32.1658,34.832984,מרכז
32.175053,34.847837,צפון
32.162083,34.833671,מרכז
32.175727,34.847569,צפון
32.16231,34.83495,מרכז
32.166865,34.846589,מרכז
32.156869,34.807347,מערב
32.168225,34.834829,מרכז
32.169311,34.802679,מערב
32.167422,34.808008,מערב
32.16837,34.844602,מרכז
32.16491,34.841587,מרכז
32.178853,34.819346,צפון
32.180085,34.815509,צפון
32.162444,34.831209,מרכז
32.175889,34.818637,צפון
32.167344,34.843981,מרכז
32.167684,34.830828,מרכז
32.154918,34.842226,דרום
32.157988,34.822457,הרצליה ב
32.174172,34.806629,מערב
32.182418,34.812901,מערב
32.159907,34.849437,דרום
32.178774,34.847093,צפון
32.169562,34.842751,מרכז
32.160808,34.844725,מרכז
32.167343,34.817444,מרכז
32.155839,34.843151,דרום
32.164231,34.815287,מרכז
32.183211,34.807852,מערב
32.167921,34.836003,מרכז
32.16899,34.838198,מרכז
32.178202,34.831661,צפון
32.174436,34.831361,צפון
32.17102,34.838885,צפון
32.171019,34.830499,צפון
32.170827,34.843987,צפון
32.170269,34.837114,צפון
32.170181,34.841408,צפון
32.168465,34.835266,מרכז
32.17264,34.836451,צפון
32.167374,34.840086,מרכז
32.167992,34.845653,מרכז
32.159248,34.79621,מערב
32.171222,34.813313,מערב
